XML Node Name,ClickForms Cell #,ClickForms Page #,Cell Type
FNMA_FILENUMBER,2,1,
SUBBORROWER,,1,
SUBPROPADDRESS,,1,
SUBCITY,,1,
SUBCOUNTY,,1,
SUBSTATE,,1,
SUBZIP,,1,
SUBLENCLIENT,,1,
PHOTO1,,1,
TEXT1,5,1,
TEXT2,7,1,
TEXT3,9,1,
TEXT4,11,1,
TEXT5,13,1,
TEXT6,15,1,
TEXT7,17,1
TEXT8,19,1
TEXT9,21,1
TEXT10,23,1
TEXT11,25,1
TEXT12,27,1
TEXT13,29,1
TEXT14,31,1
TEXT15,33,1
TEXT16,35,1
TEXT17,37,1
TEXT18,39,1
TEXT19,41,1
TEXT20,43,1
TEXT21,45,1
TEXT22,47,1
TEXT23,49,1
TEXT24,51,1
TEXT25,53,1
TEXT26,55,1
TEXT27,57,1
TEXT28,59,1
TEXT29,61,1
TEXT30,63,1
TEXT31,65,1
TEXT32,67,1
TEXT33,69,1
TEXT34,71,1
TEXT35,73,1
TEXT36,75,1
TEXT37,77,1
TEXT38,79,1
TEXT39,81,1
TEXT40,83,1
TEXT41,85,1
TEXT42,87,1
TEXT43,89,1
TEXT44,91,1
PNUM1,6,1
PNUM2,8,1
PNUM3,10,1
PNUM4,12,1
PNUM5,14,1
PNUM6,16,1
PNUM7,18,1
PNUM8,20,1
PNUM9,22,1
PNUM10,24,1
PNUM11,26,1
PNUM12,28,1
PNUM13,30,1
PNUM14,32,1
PNUM15,34,1
PNUM16,36,1
PNUM17,38,1
PNUM18,40,1
PNUM19,42,1
PNUM20,44,1
PNUM21,46,1
PNUM22,48,1
PNUM23,50,1
PNUM24,52,1
PNUM25,54,1
PNUM26,56,1
PNUM27,58,1
PNUM28,60,1
PNUM29,62,1
PNUM30,64,1
PNUM31,66,1
PNUM32,68,1
PNUM33,70,1
PNUM34,72,1
PNUM35,74,1
PNUM36,76,1
PNUM37,78,1
PNUM38,80,1
PNUM39,82,1
PNUM40,84,1
PNUM41,86,1
PNUM42,88,1
PNUM43,90,1
PNUM44,92,1
