XML Node Name,ClickForms Cell #,ClickForms Page #,Cell Type
OTHERFILENUMBER5,4,1,
FNMA_FILENUMBER5,2,1,
OTHERFILENUMBER6,4,2,
FNMA_FILENUMBER6,2,2,
OTHERFILENUMBER7,4,3,
FNMA_FILENUMBER7,2,3,
SIGNATURE,,3,
SIGNATUREB,,3,
RECAPPRID_TEXT,,3,
RECAPPRSIG_TEXT,,3,
SUBAPPRAISER,5,3,
RECAPPRCOMPANYNAME,6,3,
RECAPPRCMPADDRESS1,7,3,
RECAPPRCMPADDRESS2,8,3,
SUBAPPRPHONE,9,3,
SUBAPPREMAIL,10,3
RECAPPRSIGNDATE,11,3
RECEFFECTDATE,12,3
RECAPPRCERT,13,3
RECAPPRLIC,14,3
RECAPPROTHLICTYPE,15,3
RECAPPRCERTLICST,17,3
RECAPPCERTLICEXPDAT,18,3
RECPROPADDRESS1,19,3
RECPROPADDRESS2,20,3
RECESTMKTVALUE2,21,3
LENDERCONTACT,22,3
SUBLENCLIENT2,23,3
LCCOMBADDRESS,24,3
LCCOMBADDRESS2,25,3
LENDEREMAIL,26,3
RECSUPSIG_TEXT,,3
RECSUPNAME,27,3
RECSUPCOMPANYNAME,28,3
RECSUPCMPADDRESS1,29,3
RECSUPCMPADDRESS2,30,3
SUBSUPPHONE,31,3
SUBSUPEMAIL,32,3
RECSUPSIGNDATE,33,3
RECSUPCERT,34,3
RECSUPLIC,35,3
RECSUPCERTLICST,36,3
RECSUPCERTLICEXPDAT,37,3
RECSUPINSP_DIDNOT,38,3
RECSUPINS_EXT,39,3
SUPSUBINSPEXTDAT,40,3
RECSUPINS_EXTINT,41,3
SUPSUBINSPINTEXTDAT,42,3
SUPINS_COMP_NO,43,3
SUPINS_COMP_YES,44,3
SUPCMPINSPEXTDAT,45,3
